ctime,relname,pid,mode,granted
1416335410.51382,nation,6191,AccessShareLock,t
1416335410.51382,part,6191,AccessShareLock,t
1416335410.51382,partsupp,6191,AccessShareLock,t
1416335410.51382,pg_locks,6187,AccessShareLock,t
1416335410.51382,pg_stat_activity,6186,AccessShareLock,t
1416335410.51382,pg_stat_all_indexes,6190,AccessShareLock,t
1416335410.51382,pg_stat_all_tables,6189,AccessShareLock,t
1416335410.51382,pg_stat_database,6188,AccessShareLock,t
1416335410.51382,pg_statio_all_indexes,6190,AccessShareLock,t
1416335410.51382,pg_statio_all_tables,6189,AccessShareLock,t
1416335410.51382,region,6191,AccessShareLock,t
1416335410.51382,supplier,6191,AccessShareLock,t
1416335470.5538,customer,9822,AccessShareLock,t
1416335470.5538,customer,8574,AccessShareLock,t
1416335470.5538,customer,9798,AccessShareLock,t
1416335470.5538,customer,9756,AccessShareLock,t
1416335470.5538,customer,9387,AccessShareLock,t
1416335470.5538,customer,9494,AccessShareLock,t
1416335470.5538,customer,9768,AccessShareLock,t
1416335470.5538,customer,9848,AccessShareLock,t
1416335470.5538,customer,9778,AccessShareLock,t
1416335470.5538,customer,9718,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9848,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9494,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9387,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9756,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9798,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,8574,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9768,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9822,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9718,AccessShareLock,t
1416335470.5538,customer_c_mktsegment_c_custkey_idx,9778,AccessShareLock,t
1416335470.5538,customer_c_nationkey_c_custkey_idx,9798,AccessShareLock,t
